26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,31,31,25,25,26,26,25,25,26,31,27,30,30,26,26,25,25,25,26,32,25,25,25,27,25,25,25,30,30,25,25,25,25,26,26,26,26,26,25,25,25,25,25,30,26,26,26,26,26,26,26
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,27,27,30,30,30,30,25,25,32,32,25,25,26,31,26,5,5,7,7,8,9,5,5,11,25,25,25,27,25,25,25,30,30,31,25,25,25,31,31,31,31,31,25,25,26,26,26,30,25,25,25,26,26,26,26
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,7,7,5,5,5,5,8,6,5,7,7,5,5,5,5,5,5,7,5,6,5,5,7,5,5,5,25,25,25,25,25,25,30,25,25,25,25,25,25,30,25,25,25,26,26,26,26
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,7,7,5,5,5,5,8,5,5,25,30,25,25,25,6,5,5,7,5,9,11,5,7,8,9,5,25,25,26,31,31,25,25,29,26,26,26,25,25,30,25,25,25,25,25,25,25
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,7,7,5,5,11,5,5,5,5,25,5,5,1,1,5,5,30,30,25,25,25,25,25,25,27,1,25,25,26,26,26,27,27,29,26,26,26,25,25,32,32,32,32,32,32,25,25
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,25,25,6,6,5,5,5,29,5,25,5,5,25,25,25,25,30,30,32,32,11,5,7,5,8,8,6,7,7,11,11,10,5,7,5,5,5,5,7,1,1,1,1,1,1,27,31
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,7,7,5,5,5,5,25,25,5,26,5,5,10,9,5,11,5,7,5,5,5,5,7,5,5,5,5,7,7,5,8,5,5,7,5,6,6,5,7,5,6,6,5,5,5,25,25
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,25,26,26,30,7,7,7,7,7,26,26,26,29,29,25,25,25,7,5,8,5,29,7,25,25,25,25,7,7,5,9,5,5,7,5,5,5,5,7,5,10,5,5,5,5,25,25
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,7,7,8,25,7,7,7,7,7,25,25,31,31,31,30,27,25,7,5,10,6,25,7,27,27,31,25,7,7,5,5,6,5,7,5,5,11,5,7,1,1,1,1,1,1,25,25
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,7,7,10,25,7,7,7,7,7,25,25,25,25,25,25,27,25,7,5,5,5,5,7,25,30,30,30,7,7,25,25,29,25,25,25,25,25,25,7,29,29,29,29,29,29,25,25
